Gene.symbol logFC
CDH2 7.44e-01
HSBP1 -7.76e-01
LHX9 -1.40
PCNP -6.60e-01
CHURC1 -9.75e-01
ATP6V1C1 -1.41
PANX1 1.10
DEPDC1 -8.85e-01
FAM46A -1.47
CNOT8 -9.22e-01
LGALS8 -7.62e-01
TBX5-AS1 -9.72e-01
TP63 -9.82e-01
PTPN14 7.91e-01
RSAD2 -1.21
ZBTB33 -8.34e-01
SAP30L -8.46e-01
DHCR7 8.84e-01
COL4A3BP -8.39e-01
PRKAA2 -9.50e-01
ATP1B1 8.16e-01
CDC26 -6.72e-01
MYBL1 7.35e-01
TWF1 -1.01
SPHAR///RAB4A -6.88e-01
PNPLA6 9.08e-01
HIST1H4H -1.25
RBMS3 -7.39e-01
TRIM8 2.78
SOBP -8.12e-01
ZNHIT1 -6.81e-01
ERI1 -1.02
LOC642846///DDX12P///DDX11 8.09e-01
NRG1 1.55
DIO2 -1.32
EXOC4 -8.54e-01
NFE2L3 7.19e-01
TM9SF1 9.16e-01
SLC23A2 8.95e-01
NAV3 7.73e-01
IGF1R 7.54e-01
PPP4R2 -8.38e-01
GNL1 -6.67e-01
MIR6756///MCAM 8.22e-01
KCNA10 1.30
DSG2 7.06e-01
KRAS -1.24
OPCML 1.54
PPM1F 6.50e-01
EIF3B 6.57e-01
MAP3K8 1.43
DPAGT1 7.30e-01
KLHL24 -1.44
ADGRB2 6.56e-01
TSN -9.90e-01
HIRA -6.82e-01
SLC3A2 8.41e-01
NAV1 9.42e-01
COL27A1 1.19
ZNF436 -6.60e-01
ENY2 -1.73
TWF1 -1.05
TPM1 6.96e-01
PTP4A1 -7.13e-01
LINC00622 -8.17e-01
PDXDC1 1.69
ANPEP 1.20
CBX5 -1.14
GPRC5A 1.42
HSBP1 -8.46e-01
NPC1 1.24
GNAI1 -8.10e-01
VAMP8 -7.54e-01
ATP2B4 7.00e-01
GAS1RR -1.87
C3orf56 1.66
CLMP 8.68e-01
LINC00942 1.44
UVSSA 8.30e-01
H2AFV -6.86e-01
NAV2 1.01
CIRBP -7.92e-01
LFNG 1.50
ATP8B1 1.15
TBL1XR1 -6.54e-01
SSFA2 -6.70e-01
IL6ST -7.70e-01
RYBP -6.62e-01
PAX8 1.32
CNOT1 -9.38e-01
RBM8A -7.39e-01
MINOS1-NBL1///NBL1 6.80e-01
TBX5 -1.00
APOOL -6.88e-01
CSMD2 1.12
ADGRG6 9.12e-01
IL6ST -8.85e-01
AP5M1 -6.44e-01
SEMA4B 1.09
TRAPPC12 1.02
IDS -9.53e-01
STK17B -1.24
LAMA4 6.45e-01
GHITM -6.98e-01
ACVR2A 7.14e-01
BBX -7.12e-01
AP5M1 -7.34e-01
EBF1 -8.96e-01
MIR1908///FADS1 8.25e-01
TSPEAR 2.04
MICALL1 8.84e-01
TRAF3IP2 -1.04
CD83 7.83e-01
NOTCH2 6.96e-01
DBT -1.49
ATP2B1 7.38e-01
GAL3ST2 1.83
WNT5B 1.17
CEP68 8.58e-01
IKBIP 1.01
SPINK6 -8.23e-01
TMSB15B///TMSB15A -7.52e-01
FAM208A -6.98e-01
MIR6734///ELOVL1 9.31e-01
TNFRSF19 -1.56
CTSS 1.25
RBBP4 -8.22e-01
NAT8L 1.09
TSEN15 -9.36e-01
GPR162 -2.02
ITGBL1 2.08
NUDT21 -6.43e-01
TLN2 9.51e-01
TP53BP1 -8.39e-01
MIR1908///FADS1 7.85e-01
RBM19 8.39e-01
LOC647070 8.75e-01
ARG2 -7.22e-01
C16orf72 -7.59e-01
PCBP1-AS1 8.46e-01
IL17D 1.10
HBEGF 1.26
TRIQK 2.63
PDLIM4 1.09
SEC62 -1.19
TMEM33 7.45e-01
LPCAT4 1.18
BDKRB1 1.50
DHFR -9.20e-01
FKBP9 6.63e-01
PGM3 -9.14e-01
SLC16A10 7.56e-01
C8orf4 1.95
MAGEA6 -7.10e-01
TAF15 7.38e-01
NENF -9.18e-01
CCNG2 -7.65e-01
MXRA5 -9.22e-01
TCEA1 -6.10e-01
LRCH2 -9.63e-01
UBQLN1 -6.80e-01
PLPP1 7.83e-01
UXS1 7.40e-01
COCH 6.78e-01
FZD7 7.11e-01
NDST1 7.55e-01
C11orf24 9.08e-01
MRPS22 -8.42e-01
AQP11 1.10
SLC4A4 -7.73e-01
RPS19 8.94e-01
TSPAN5 8.61e-01
NID1 6.21e-01
DNAJC14 -8.02e-01
DHCR7 7.92e-01
MEF2C -8.10e-01
ITPR3 -2.19
ATP5D -8.24e-01
SYNJ2 8.75e-01
WDR61 1.08
SCYL2 -1.01
NRP2 1.16
CNOT6 -6.66e-01
TGFB1I1 8.30e-01
MIR4683///FZD8 9.61e-01
AQP4 1.42
SESN3 -1.34
PNN -6.76e-01
FN1 6.86e-01
NUAK2///AKIP1 7.90e-01
PIK3R1 -7.61e-01
MED20 -6.96e-01
TRPS1 -6.35e-01
PNRC2 -7.10e-01
UGGT1 7.57e-01
COL5A1 8.95e-01
RGS4 -7.86e-01
TCOF1 7.31e-01
EPM2AIP1 1.20
TLN1 2.35
ADA -9.20e-01
CTSB 6.49e-01
COL21A1 -9.12e-01
P4HA3 1.63
QSOX1 7.04e-01
SLC9A6 6.62e-01
PDIA4 -7.75e-01
AMIGO1 1.00
ADAM19 9.41e-01
TMEM181 6.52e-01
TFDP2 -8.10e-01
RELT 1.93
SLC41A3 8.80e-01
INTS10 7.98e-01
NETO2 8.22e-01
CNIH3 1.19
MARCH6 6.94e-01
LHX8 -1.36
HMG20A -6.95e-01
BST1 1.87
CBX5 -9.56e-01
TBC1D5 -6.59e-01
CCDC40 9.42e-01
NUDT22 -1.03
AGRN 1.05
CHMP4C -7.11e-01
RAB20 -6.51e-01
DTX3L -9.81e-01
FOSL1 7.03e-01
CDK19 -6.66e-01
NEURL4 6.54e-01
MARCH6 -1.59
GPR89A///GPR89B 6.93e-01
MARCH3 1.37
UEVLD -8.02e-01
SLC29A2 1.49
GPR27 8.27e-01
MAP9 -8.19e-01
CSNK1G3 -6.29e-01
CPM 1.15
IGFBP6 -7.65e-01
GRIP1 1.39
CDKN2A-AS1 1.39
SCT 1.39
C16orf89 1.39
MUC12 1.39
MFN2 -7.75e-01
NPIPA5///NPIPB6///NPIPB8///NPIPB3 9.60e-01
MIR6805///RPL28 -6.06e-01
WEE1 6.32e-01
NONO -7.08e-01
TRMT1L -6.89e-01
KLF6 7.96e-01
LOC101930324///NSF -9.34e-01
ERO1B 9.75e-01
P3H3 1.01
SEMA6A -1.01
PAFAH1B1 -9.25e-01
ATP6V0A2 7.96e-01
AIF1L -7.74e-01
SYTL4 1.62
PEBP1 -7.60e-01
ATXN3 -8.81e-01
NCAM1 7.38e-01
NDUFS6 -7.85e-01
ATG13 -7.48e-01
AARS2 7.39e-01
MIR6732///ZC3H12A 8.19e-01
EVA1A 6.65e-01
FAM201A 7.19e-01
MACF1 8.93e-01
RBBP9 -6.81e-01
SLC35D1 7.34e-01
PPP2R2A -9.63e-01
SNORD65///SNORD49B///LRRC75A-AS1///SNORD49A -7.97e-01
MARCH5 -8.83e-01
TMF1 -6.24e-01
TMEM246 6.39e-01
LOC101927673///OTUB1 -7.26e-01
MIR1282///HYPK///SERF2 -9.95e-01
EBF2 -1.17
NPIPA1 1.27
STK24 1.06
C3AR1 1.53
CREB3L1 8.76e-01
SRGAP1 1.08
SNORD8 9.14e-01
NAV3 7.82e-01
KLK3 -1.08
SLC31A2 6.15e-01
BTBD19 8.98e-01
TSPO -8.54e-01
UNC13D 5.85e-01
MIR142 5.85e-01
AMBN 6.55e-01
ABCC5 7.52e-01
RMDN2 8.44e-01
PLS3 -6.70e-01
LEPROT -6.72e-01
ZDHHC8 7.52e-01
SNAP23 -7.03e-01
GLA 6.10e-01
IDH1 1.19
RAB11A -9.83e-01
GBAP1 9.55e-01
CDS2 9.33e-01
UQCRB -7.27e-01
ADGRE1 6.61e-01
LAMP1 7.78e-01
CCDC25 -7.02e-01
PTGFRN 6.99e-01
FKBP14 7.75e-01
LOC101929115///KMT2A 2.17
SURF4 7.04e-01
RAB7A -6.18e-01
LAP3 -6.19e-01
STAP1 1.69
ISM2 7.89e-01
NFE2L1 6.45e-01
LINC01578 -7.01e-01
HSDL2 -6.77e-01
TM4SF1 7.82e-01
PRKACB -6.64e-01
OLFM4 -1.26
ANP32A -6.53e-01
TNKS2 -7.13e-01
RNF187 -7.52e-01
ETNK1 -8.85e-01
COL5A2 6.81e-01
STAT1 -6.35e-01
HNRNPA1 1.34
MET 6.60e-01
USP9X -1.34
HDAC9 -7.97e-01
PCYOX1 7.77e-01
SBF1 6.32e-01
SMAD4 -6.35e-01
SLC35D2 6.47e-01
SATB1 -1.38
JSRP1 1.90
DIO2 -1.30
LRIG1 1.02
NOL12 1.36
RNF149 6.69e-01
MICAL2 8.35e-01
DIABLO -5.85e-01
CBX5 -1.11
PANX1 1.16
MYO1C 6.47e-01
CYBRD1 -1.50
ARMC8 -6.31e-01
SNX25 7.82e-01
CADM2 -1.44
HRH1 1.06
DCAF7 6.59e-01
REEP4 7.97e-01
M6PR///PHC1 6.34e-01
FOXP1-IT1 6.43e-01
NYX 2.41
TIMM8A 1.39
MET 9.21e-01
CEP104 1.73
ZYX 6.84e-01
SALL2 -7.21e-01
KRR1 -7.73e-01
PTPRM 7.55e-01
SQLE 6.64e-01
ADCY9 1.12
KIAA1462 9.67e-01
CBFA2T2 7.36e-01
CHRM3 -6.83e-01
TACO1 -6.57e-01
TEX14 -2.54
PIAS1 -8.60e-01
SLC12A6 9.66e-01
CAPNS1 -7.86e-01
ACTN1 8.44e-01
SHISA2 8.57e-01
FAM214B 7.96e-01
LRRC37A2///LRRC37A3///LRRC37A4P///LRRC37A 6.51e-01
SPTBN1 1.16
KLF7 6.43e-01
ADAMTS5 -6.87e-01
MARCH4 1.52
EFCAB14 9.23e-01
PTPRO 8.97e-01
C21orf33 -6.35e-01
SPAG16 -8.55e-01
MIR1204///PVT1 8.15e-01
PBRM1 8.31e-01
AGPS -9.26e-01
NCLN 8.99e-01
PRKD1 -7.89e-01
FAM131A 7.70e-01
GPR39 8.33e-01
PRKAG2 7.10e-01
RTFDC1 -6.47e-01
FKBP1B -7.68e-01
ELK4 9.42e-01
RRAD 6.15e-01
DAB2 7.50e-01
SLFN5 -1.11
SLC38A7 6.99e-01
PRRX1 -7.07e-01
SLU7 -6.44e-01
PMP22 7.07e-01
RAP1B -6.43e-01
RNF150 1.00
RAB39B -3.31
NETO2 6.87e-01
AMOTL1 -7.00e-01
LOC101060373///NOMO3///NOMO2///NOMO1 6.21e-01
RNPEP -6.48e-01
RNF144B -1.12
SOAT1 8.37e-01
METTL9 1.18
P3H1 8.40e-01
CUL2 -8.67e-01
CCDC36 -1.80
TMEM154 7.16e-01
IFT80 -6.86e-01
SLC7A11 1.47
AMIGO2 6.65e-01
MDH2 -1.02
ACTR3 -8.58e-01
ADORA1 8.16e-01
RAD9A 6.85e-01
ABCC1 6.42e-01
NBR1 -9.69e-01
PRKAR2B -6.28e-01
LRP8 8.70e-01
TTLL7 -1.01
CHAT -2.83
LOC101930655///C7orf73 -7.97e-01
MAPRE1 -8.25e-01
TJP2 1.06
TRIM13 1.04
KCTD20 -6.95e-01
SPNS1 8.42e-01
SPTBN1 6.47e-01
VCL 7.33e-01
LOC644172///MAPK8IP1 -2.31
URM1 8.54e-01
LOC100506282 6.82e-01
IGLV1-44 2.50
SEMA4D 9.41e-01
STRA6 9.01e-01
XXYLT1 8.67e-01
SRPX 6.39e-01
ANKLE2 6.62e-01
PGLS -6.06e-01
SLC11A2 6.24e-01
CFL2 -6.12e-01
ATP2B1 9.67e-01
CCL17 1.29
FAM134A 8.34e-01
MGAT4A 1.02
THBS1 1.54
DNAJB14 -6.84e-01
INTS10 9.60e-01
TBC1D5 -7.36e-01
BLNK -8.63e-01
ANO6 7.73e-01
RBM22 -7.45e-01
GGT2///GGTLC1///GGTLC2///GGT1 1.11
ANP32A -9.38e-01
ALDH6A1 -8.14e-01
ACER3 1.30
ZFP28 9.74e-01
NUCKS1 -5.69e-01
ATP5J -5.80e-01
EXOC4 -7.02e-01
RNF41 -7.55e-01
TXNDC9 -5.83e-01
PON2 6.87e-01
CHSY3 7.30e-01
SLC35C1 8.94e-01
CNTNAP4 -1.27
CXCL2 7.58e-01
SNAPC4 8.18e-01
LINC00308 1.36
C11orf70 -7.60e-01
GALNT7 8.53e-01
INTS7 -9.45e-01
IQGAP3 6.49e-01
RRBP1 9.95e-01
REEP3 -9.34e-01
RPRD1A -6.57e-01
CALU 5.99e-01
PRTFDC1 -7.39e-01
CLCN7 9.15e-01
RBM22 -6.84e-01
MED13L 1.05
PDE5A -8.13e-01
SLC19A1 1.02
GNPDA1 -6.19e-01
ATG13 -6.70e-01
LOC101928589///TMEM164 6.84e-01
LYZL4 2.19
MIR7109///PISD 6.38e-01
FKBP11 7.66e-01
LBR 8.05e-01
GLIPR1 7.45e-01
PSMD7 -6.23e-01
AIM1L 1.46
NDUFS3 -6.05e-01
ANKRD23///ANKRD39 1.49
MICALL2 1.06
SLPI -9.87e-01
LOC100294033///TCAF1 -9.08e-01
CTNS 8.74e-01
AKT2 7.68e-01
ST13 -7.35e-01
HNRNPH3 -6.22e-01
IL1A 1.35
SEPP1 -1.71
KRT8 7.70e-01
ECH1 -9.13e-01
NUMB 7.19e-01
SEPT11 -6.91e-01
RALGPS2 -6.29e-01
PEA15 5.92e-01
TH 2.86
SHROOM1 9.52e-01
TMEM63A 8.69e-01
PIR -6.57e-01
DSC2 1.07
VPS26A -5.64e-01
CBLL1 -7.93e-01
FAM174B 6.81e-01
ANTXR2 1.09
PRKCB -6.19e-01
CLMP 8.23e-01
GAGE12D///GAGE12F///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE1 -7.63e-01
CSNK1G3 -8.48e-01
LINC01122 1.85
SLC35F2 7.48e-01
C11orf58 -7.52e-01
NAV1 1.15
SERBP1 -5.63e-01
UST 1.32
PSG9 7.03e-01
MGAT4B 7.46e-01
TNFAIP3 5.80e-01
TMEM87A 7.25e-01
LINC01355 8.43e-01
WDR25 -1.09
TWF1 -7.49e-01
SLC19A1 1.28
NRCAM -8.81e-01
DPH3 -7.00e-01
ADAM22 -2.03
NRAS -7.13e-01
CAV1 7.08e-01
PROSER2-AS1 1.16
MACF1 7.38e-01
UQCRB -6.32e-01
ELAC2 6.55e-01
SERBP1 -6.23e-01
CLDN16 -9.76e-01
TRPS1 -1.13
SMARCA1 -6.39e-01
TLR1 1.29
TMTC4 8.37e-01
SLC41A2 8.08e-01
EBP 7.69e-01
PDE4D -8.08e-01
ISL1 -5.89e-01
NACC2 7.05e-01
EDF1 -5.65e-01
FAM101B 7.45e-01
HIBCH -6.95e-01
SAP18 -1.00
THY1 6.96e-01
CCNC -6.10e-01
AGGF1 6.85e-01
KIAA1109 -2.24
PARD3 -8.34e-01
IFIT5 -1.31
SGMS1 8.62e-01
ZNF530 5.65e-01
CCDC150 6.48e-01
COG4 -6.25e-01
RBM7 -6.70e-01
BLMH -8.63e-01
SCAF11 -1.05
PDE1C 7.66e-01
ARPC5L -8.96e-01
ACVR1 6.68e-01
CCND2 -8.60e-01
SLC4A2 6.14e-01
FHOD1 5.62e-01
CBX3 7.01e-01
IKBIP 6.97e-01
PRKDC 1.25
ATP5G3 -1.20
STAT1 -6.71e-01
RAB10 -7.11e-01
NRK 8.03e-01
NBR1 -8.53e-01
YTHDF3 -7.10e-01
CD44 1.20
FCF1 6.75e-01
NOLC1 -7.00e-01
TRABD2A 1.03
CPQ 7.65e-01
ZAR1 1.83
PRKCA 9.90e-01
FMR1 -5.89e-01
TMEM106A 7.95e-01
EBI3 8.94e-01
RUSC1-AS1 7.34e-01
TMEM41A 6.74e-01
LINC01138 6.22e-01
SFRP1 6.89e-01
COPS2 -8.80e-01
FAM3C -6.74e-01
LYPLAL1 -6.18e-01
ALKBH7 -7.67e-01
TGFBR3 6.54e-01
MDFIC -7.87e-01
LRRN2 2.19
NFS1 -6.33e-01
AURKB 8.64e-01
SLC9A7 7.77e-01
MFSD5 6.93e-01
METRNL 6.81e-01
CLN8 8.84e-01
CREM -1.12
IFI16 -6.76e-01
LOC102723773///LOC101060604///LOC101060596///LOC101060386///SMG1P7///NPIPA5///SMG1P3///NPIPB5///SMG1P1///LOC613037///SMG1P5///BOLA2///SMG1P2///NPIPB4///SLC7A5P1///SMG1 6.01e-01
PIRT -1.04
TMEM106C 6.19e-01
CENPV 7.10e-01
KLHL29 -1.47
SUCLG2 -8.84e-01
BRD8 6.31e-01
PGM2L1 -8.24e-01
TMEM41A 6.26e-01
TBC1D23 -6.16e-01
MIR6734///ELOVL1 8.60e-01
ATF7 -6.85e-01
HOTAIRM1 7.71e-01
EIF4B -9.04e-01
FMN2 2.76
SMAD4 -8.87e-01
CSNK1A1 -5.58e-01
XKR6 1.19
LONRF3 6.94e-01
UEVLD -8.88e-01
PTPRD 7.47e-01
PIGO 7.91e-01
HS3ST3A1 8.87e-01
TSPAN11 -8.35e-01
RNF103-CHMP3///CHMP3 -6.23e-01
ASF1A -6.59e-01
EIF2S1 -1.01
ETNK1 -9.82e-01
SSX2IP -9.22e-01
PPP1CA -6.40e-01
SRGAP1 7.67e-01
LRRC8A 6.43e-01
LOC101929536 9.09e-01
DMPK 6.98e-01
DCUN1D5 -6.82e-01
CALML4 9.64e-01
TNC -2.21
PPFIBP1 5.94e-01
AEBP1 1.34
ASH2L -6.82e-01
GLDC 7.63e-01
GLUL -7.78e-01
SMNDC1 -7.03e-01
OPTN -6.93e-01
MYC 6.61e-01
H2AFV -6.99e-01
ORMDL3 -8.77e-01
PTDSS1 6.53e-01
ASPHD1 -1.49
SLC8B1 7.84e-01
FBXO28 -5.75e-01
ZNF207 6.37e-01
TRIO 1.48
TTC27 6.61e-01
C18orf21 1.63
PSMC2 -7.07e-01
UGT1A1///UGT1A4///UGT1A9///UGT1A6///UGT1A8///UGT1A10 9.57e-01
OVOL2 -6.93e-01
LIF 1.14
PRKCSH 6.78e-01
SYNPO2 8.91e-01
SMAGP 5.99e-01
SETD1A 7.79e-01
DNAJC14 -7.25e-01
BBX -8.97e-01
CA3 -7.49e-01
YPEL4 -3.14
MIR6787///SLC16A3 1.03
MARCH8 -7.41e-01
LRRC15 1.59
BRCC3 -8.20e-01
XBP1 8.23e-01
CIRBP -5.92e-01
UGGT2 7.55e-01
CMAS 8.57e-01
ANKRD36B 7.90e-01
LOC101929356///ARL5A -6.67e-01
TNFRSF21 7.00e-01
FXR1 -6.04e-01
PPARGC1A -1.14
PLAUR 1.07
TSPAN5 7.66e-01
C1RL-AS1 1.19
MAN2A1 6.67e-01
PSEN2 7.84e-01
TRIM14 -1.13
FAM199X -7.93e-01
NDUFA5 -6.61e-01
NFYB -5.59e-01
CCDC90B -6.09e-01
GPX4 -5.68e-01
DCAF6 -7.87e-01
MFSD8 7.20e-01
RECQL -5.90e-01
COL27A1 9.67e-01
SNRPA1 7.06e-01
SLC6A15 8.97e-01
IGHV3-23///IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH -1.28
PTN -5.98e-01
CLCN4 7.14e-01
ZC3H13 -6.77e-01
PPP3CB -8.14e-01
PPFIA1 7.03e-01
FZD5 6.91e-01
PCSK1 -6.78e-01
HACD3 6.23e-01
TTPAL -6.03e-01
SERBP1 -5.92e-01
ADTRP 1.22
AP1S1 -7.42e-01
FKRP 8.43e-01
SOAT2 -2.13
LOC101929280 6.77e-01
PPP2R2C -7.68e-01
RAB23 -8.88e-01
ZNF740 -8.91e-01
BOC -8.14e-01
ARPP19 -7.22e-01
SLC25A42 7.83e-01
NEK7 -6.67e-01
SMOX 2.10
SLC19A3 7.10e-01
GPD1L -9.72e-01
TAF1D 1.01
PPP1CB -6.07e-01
CYS1 -6.91e-01
RNF115 -1.32
SLC38A9 6.70e-01
DDX3X -7.85e-01
JUNB -6.69e-01
XPOT -7.18e-01
TFDP2 -6.59e-01
MIR1178///CIT 1.63
GPAT4 7.52e-01
YWHAB -6.76e-01
SMDT1 1.12
LUZP1 1.04
LRRC8A 6.47e-01
MAPK1 -6.29e-01
ALG3 6.50e-01
ADGRG1 8.78e-01
CHMP2B -7.17e-01
GNAO1 -2.81
GTF2I -9.44e-01
RGS12 6.49e-01
LRRC8E 7.22e-01
TMTC3 6.04e-01
SLC10A4 1.11
ELOVL5 7.15e-01
RAB40B -5.74e-01
SNAI3-AS1 6.16e-01
FLOT2 -1.00
ABLIM1 -7.93e-01
ZNF490 -7.06e-01
OIP5-AS1 -9.55e-01
SETSIP///SET -5.36e-01
ORAI1 7.73e-01
FAM217B -7.31e-01
POGLUT1 8.39e-01
IGLC1 -1.80
PAPPA 1.02
CANX 5.92e-01
TTYH3 6.88e-01
ARHGAP31 8.90e-01
IFI27 -1.48
TNFSF15 6.04e-01
BMP2K 6.84e-01
TMEM259 7.75e-01
ARHGEF2 -1.03
LOXL3 5.61e-01
RECQL5 -5.93e-01
POMGNT2 8.07e-01
MIAT -1.55
NUP58 5.67e-01
MRPL19 -7.01e-01
SGMS2 7.75e-01
TYRP1 7.19e-01
RRM1 -5.88e-01
NDUFB1 -5.54e-01
CD55 5.74e-01
HRH1 8.74e-01
SLC13A3 1.20
GLE1 -5.52e-01
GMDS -6.37e-01
SPATA31C2 2.13
TIA1 -7.24e-01
ANP32A -8.65e-01
CDCP1 1.28
SLC25A37 6.49e-01
TUFT1 7.85e-01
VCAN 7.94e-01
CNIH1 -8.66e-01
COL6A1 8.41e-01
PLAU 8.19e-01
CNTNAP3B///CNTNAP3P2///CNTNAP3 8.81e-01
AMFR 7.76e-01
TYRO3 7.98e-01
TGFBR2 7.66e-01
C11orf57 -8.84e-01
UBE2D3 -9.87e-01
SERPINB1 -6.95e-01
HSPC081 2.24
KLF7 7.46e-01
PIGO 9.60e-01
NR3C1 8.03e-01
FAM222B 6.53e-01
LTBP1 7.43e-01
ACER3 8.32e-01
LDOC1 -6.37e-01
PGM2L1 -8.94e-01
ZBED6CL 6.24e-01
MIB1 -6.12e-01
RAB2A -7.95e-01
TRIM62 1.01
DST 1.10
CLIC4 -5.59e-01
SYTL5 -1.02
KDM4D 1.57
RBBP4 -6.81e-01
UNC5D -9.88e-01
LYRM5 -8.04e-01
UGCG 8.36e-01
THCAT158 9.21e-01
C12orf4 -5.90e-01
FARSB 6.25e-01
EYA1 -7.44e-01
POLRMT 6.97e-01
FLJ35934 1.38
GFPT1 -7.83e-01
HOXC13 -8.11e-01
SYF2 -6.49e-01
IQGAP3 7.54e-01
MET 6.89e-01
RASA2 7.23e-01
ITGB8 9.55e-01
OXCT1 -7.11e-01
MIR6787///SLC16A3 6.72e-01
DIS3L2 -6.96e-01
NDFIP1 5.71e-01
NUCKS1 -5.37e-01
MKX -9.19e-01
GNAI1 -1.32
WEE1 5.38e-01
RBM45 -6.17e-01
PID1 -1.05
UBE2N -8.33e-01
SNORD96A///SNORD95///RACK1 9.41e-01
ALOX5AP 1.02
MREG -6.91e-01
MICALL2 1.32
SPG20 -9.66e-01
PPP1R7 -5.62e-01
UGP2 8.21e-01
TNK2 8.24e-01
FAM171A1 5.43e-01
IMMT -5.30e-01
SLMAP -1.68
ROMO1 -6.14e-01
RNF139 7.20e-01
GXYLT2 -6.75e-01
CALM3///CALM2///CALM1 -6.70e-01
PAIP2B -5.63e-01
PHF19 7.11e-01
TUBB7P 1.46
RHBDF2 8.67e-01
CRAT -7.50e-01
FADS2 9.73e-01
DCK -7.29e-01
P2RX7 6.67e-01
SYK 6.51e-01
RPL36A-HNRNPH2///HNRNPH2 -7.91e-01
KLF6 5.55e-01
VAMP1 7.63e-01
UBE2K -6.87e-01
LINC00888 -6.00e-01
METTL3 8.97e-01
MGST1 9.69e-01
SFXN1 7.23e-01
FAM32A -6.17e-01
SDK1 7.24e-01
ULBP1 7.34e-01
CCSER2 -6.28e-01
EDN2 2.19
CACUL1 7.51e-01
APLP2 6.38e-01
VIM 9.44e-01
GPATCH2 -8.24e-01
UTP23 -6.35e-01
SFXN3 7.36e-01
LOC101929368///FKBP1A -5.74e-01
GLYCTK 7.65e-01
CHST15 7.36e-01
TPGS1 -6.22e-01
EIF3J -6.44e-01
DPM1 -5.95e-01
LOC100134445 5.74e-01
C9orf3 6.34e-01
TBX5-AS1 -6.47e-01
NNT-AS1 -8.03e-01
DUSP5P1 -1.05
DKFZP434K028 -1.87
PPP6C -1.12
FADS2 1.01
OLFML3 8.93e-01
PLAG1 -6.47e-01
ARMC10 -8.27e-01
STX17 -1.32
PDCD6IP -6.02e-01
ASPHD2 5.78e-01
SIKE1 -7.21e-01
ESYT2 6.48e-01
LOC100133039 9.43e-01
KCNAB2 -1.73
GOLT1B 5.31e-01
SGK1 5.84e-01
HS1BP3 -6.50e-01
S100A10 6.85e-01
AKAP8L 8.02e-01
SSX2IP -7.67e-01
ATP5G3 -5.69e-01
CC2D1B 8.73e-01
COL3A1 5.97e-01
NPPA 1.34
LINC00540 -8.89e-01
SMOX 7.65e-01
SNORD68///RPL13 -6.47e-01
NEK6 7.10e-01
ADAM12 1.02
ARNT -8.78e-01
GJC1 5.38e-01
MPZL1 6.46e-01
CSNK1A1 -5.45e-01
VAV3 -1.49
STX17 -8.52e-01
ATP10D 7.60e-01
AUNIP 6.31e-01
ADM5 1.23
ALCAM 6.94e-01
DMRT1 -7.64e-01
LOC101928916///NNMT -6.49e-01
CTGF 8.33e-01
CABP4 -1.11
SV2A 7.46e-01
ZMAT3 -1.05
FAM9B 2.60
BTD 5.94e-01
C1QTNF9B///C1QTNF9 1.30
CWC27 -7.19e-01
KRT80 1.16
SYTL3 1.19
PSMG4 9.30e-01
RMDN2 7.36e-01
ABCC3 1.25
LINC00441 -1.41
CPXM2 6.28e-01
CCL3L3///CCL3L1///CCL3 1.20
METTL15 2.80
RIMKLB 7.03e-01
GALNT10 7.85e-01
C4orf3 -5.75e-01
LINC00998 -6.88e-01
GPR89A///GPR89B 6.28e-01
BRCC3 -8.09e-01
CSTF2T -6.94e-01
DYNLT1 -6.35e-01
SERP1 -5.32e-01
CCDC88C 1.05
PEX2 -5.81e-01
HMGN4 -5.42e-01
WNK1 6.20e-01
C6orf106 -7.04e-01
INSIG1 6.10e-01
C2orf76 -8.08e-01
POLR2J4 6.36e-01
LOC105379655 2.29
TTTY1B///TTTY1 1.58
AIG1 8.19e-01
TFG -6.29e-01
MIA3 7.68e-01
FBXO42 1.01
GNB4 -6.70e-01
IPO8 -6.27e-01
MMP11 7.85e-01
CEP295 5.68e-01
COX6B1 -6.07e-01
GPR161 5.47e-01
TMEM189-UBE2V1///TMEM189///UBE2V1 7.68e-01
SRD5A3 6.52e-01
SRD5A3 6.68e-01
MEST 5.26e-01
PON2 6.20e-01
ZNF302 6.09e-01
ALG8 5.31e-01
TP53I11 2.19
SLC43A2 7.72e-01
THUMPD3 -6.65e-01
UBE3A -1.97
NRP1 9.07e-01
ANO10 8.45e-01
GALNT18 9.27e-01
METTL7A -8.14e-01
KCTD12 -7.09e-01
SEMA3E -1.35
TSHZ2 -7.33e-01
RPP14 -6.73e-01
CHTOP -8.56e-01
OGDH -6.02e-01
MSH2 -5.84e-01
DMWD 7.15e-01
OTP -6.29e-01
CYC1 -6.86e-01
BTF3P11 -1.19
ISM1 -1.19
LOC101928651 -1.19
LRP1 1.19
FGFR2 1.19
ZBBX -1.19
JPH2 1.19
LRRC31 -1.19
SLC26A1 1.19
MROH2B 1.19
ROBO2 1.19
LINC01227 1.19
KRT222 1.19
OR2K2 1.19
HBZ 1.19
C1orf116 1.19
CLIP1-AS1 1.19
